,Player Name,Age,Overall Rating,Potential,Best Overall,Team,League,League Tier,Positions,Best Position,Height,Weight,foot,Growth,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,PAC,SHO,PAS,DRI,DEF,PHY,Value (M),Total Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,Freekick Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total Defending,Marking,Standing Tackle,Sliding Tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Total Base Stats,Joined,Loan Date End,contract_end_at_club,contract_started_at_club,years_at_club,Release Clause (M),Player ID,Image Page,Info Page,Team ID,Team Image Page
3746,Chris Ramos,23,66,74,68,Real Valladolid CF,Spain Primera Division,1,ST,ST,193,79.8,Right,8,3 ★,3★,Medium,Medium,76,64,48,61,28,61,0.9500000000000001,65.45,36,66,69,56,59,52.34,62,44,35,41,64,66.81,72,80,64,61,33,73.87,66,76,53,73,60,55.58,35,17,63,54,65,56,26.47,31,20,21,10.23,11,10,9,8,7,65.67,67.87,"Jan 2, 2018",,2021,2018,2.0,2.2,241973,https://cdn.sofifa.com/players/241/973/20_240.png,https://sofifa.com/player/241973/,462,https://cdn.sofifa.com/teams/462/dark_240.png
3747,Kike Pérez,23,66,73,68,Real Valladolid CF,Spain Primera Division,1,CM CDM,CM,183,79.8,Left,7,3 ★,2★,High,Medium,57,52,65,65,59,59,0.9,62.24,47,48,58,72,47,70.21,62,65,63,70,70,67.67,55,59,63,68,69,68.24,57,64,65,57,60,65.56,56,62,55,66,37,52,61.03,54,65,47,13.86,9,14,13,15,10,74.35,71.69,"Jul 1, 2019",,2025,2019,1.0,2.1,236760,https://cdn.sofifa.com/players/236/760/20_240.png,https://sofifa.com/player/236760/,462,https://cdn.sofifa.com/teams/462/dark_240.png
3748,Olabe,24,66,73,69,SD Eibar,Spain Primera Division,1,CM RM CDM,CAM,178,69.9,Left,7,3 ★,3★,High,High,60,57,68,69,54,60,0.9,65.68,68,58,45,71,45,64.89,69,52,45,69,70,70.47,65,56,72,63,71,66.89,62,53,69,61,52,63.9,47,37,69,72,44,61,65.44,63,59,56,10.23,6,10,10,6,13,73.75,73.9,"Jul 7, 2019",,2023,2019,1.0,2.1,238225,https://cdn.sofifa.com/players/238/225/20_240.png,https://sofifa.com/player/238225/,467,https://cdn.sofifa.com/teams/467/dark_240.png
3749,Josema,24,66,73,68,Elche CF,Spain Primera Division,1,CB LB,CB,183,81.2,Left,7,3 ★,2★,Medium,Medium,60,31,44,45,66,65,0.8250000000000001,50.57,38,23,65,61,34,41.7,38,39,35,28,56,59.27,59,61,34,62,59,62.84,49,84,50,71,25,57.72,62,64,31,38,48,56,73.9,66,68,67,10.45,11,7,14,7,7,63.08,62.45,"Jan 31, 2020",,2022,2020,0.0,2.0,236304,https://cdn.sofifa.com/players/236/304/20_240.png,https://sofifa.com/player/236304/,468,https://cdn.sofifa.com/teams/468/dark_240.png
3750,K. Soni,22,66,77,68,Villarreal CF,Spain Primera Division,1,CAM ST LM,ST,183,76.2,Left,11,3 ★,3★,Medium,Medium,77,60,59,71,44,67,1.1,69.11,57,64,64,60,57,64.26,72,57,48,55,70,78.45,78,77,75,63,71,71.17,58,70,64,72,52,64.13,57,32,65,63,53,59,47.43,50,42,37,10.0,8,12,7,8,9,74.57,75.9,"Jul 21, 2017","Jun 30, 2021",Loan,2021,-1.0,€0,228357,https://cdn.sofifa.com/players/228/357/20_240.png,https://sofifa.com/player/228357/,483,https://cdn.sofifa.com/teams/483/dark_240.png
3751,S. Chakla,26,66,69,68,Villarreal CF,Spain Primera Division,1,CB,CB,185,77.1,Right,3,3 ★,2★,Medium,Medium,53,32,48,49,65,68,0.725,48.74,28,25,73,65,22,45.96,40,34,27,53,62,56.25,52,54,55,58,42,62.61,58,68,54,74,24,54.39,68,60,23,43,35,55,71.69,66,66,63,12.27,14,13,8,11,8,62.44,63.25,"Aug 8, 2019",,2022,2019,1.0,1.6,220388,https://cdn.sofifa.com/players/220/388/20_240.png,https://sofifa.com/player/220388/,483,https://cdn.sofifa.com/teams/483/dark_240.png
3752,R. Guerra,23,66,75,67,Villarreal CF,Spain Primera Division,1,CDM,CDM,183,74.8,Right,9,3 ★,2★,Low,High,52,55,57,64,63,62,0.925,58.12,38,59,55,66,36,58.94,63,41,40,66,67,62.72,55,50,55,70,61,64.64,50,62,52,65,58,69.6,65,65,56,62,45,53,69.85,62,67,61,10.23,7,13,7,5,13,70.68,70.88,"Jul 1, 2015",,2021,2015,5.0,2.1,241462,https://cdn.sofifa.com/players/241/462/20_240.png,https://sofifa.com/player/241462/,483,https://cdn.sofifa.com/teams/483/dark_240.png
3753,Fran Manzanara,23,66,75,68,Levante UD,Spain Primera Division,1,CB CDM RB,CB,183,72.1,Right,9,3 ★,2★,Medium,Medium,64,50,57,64,67,62,0.9,60.18,46,49,60,66,42,55.11,63,34,32,64,66,69.18,62,65,65,65,64,68.24,56,70,63,60,54,65.8,65,67,47,59,39,64,74.26,68,69,65,7.27,5,6,7,6,8,71.55,73.09,"Jul 25, 2016",,2021,2016,4.0,2.1,241140,https://cdn.sofifa.com/players/241/140/20_240.png,https://sofifa.com/player/241140/,1853,https://cdn.sofifa.com/teams/1853/dark_240.png
3754,Gaspar,22,66,74,67,Cádiz CF,Spain Primera Division,1,LM RM,LM,165,62.1,Left,8,3 ★,3★,Medium,Medium,57,57,65,72,39,31,0.9500000000000001,64.99,72,69,36,68,39,60.21,74,37,36,65,71,70.91,59,55,65,59,91,41.44,56,29,31,31,37,59.86,29,46,63,65,49,50,38.6,53,27,25,12.27,11,9,12,12,10,64.38,64.46,"Aug 1, 2020",,2023,2020,0.0,2.3,225550,https://cdn.sofifa.com/players/225/550/20_240.png,https://sofifa.com/player/225550/,1968,https://cdn.sofifa.com/teams/1968/dark_240.png
3755,J. Rhyner,24,66,75,68,Cádiz CF,Spain Primera Division,1,CB,CB,185,78.9,Right,9,3 ★,2★,Low,Medium,77,36,48,44,64,75,0.9,54.23,47,30,69,61,30,45.11,35,37,40,53,47,72.2,76,78,62,59,60,72.07,51,81,78,75,35,57.01,70,64,38,28,40,55,70.96,60,67,66,10.91,9,6,10,8,15,68.44,69.08,"Jul 10, 2019",,2022,2019,1.0,2.2,229727,https://cdn.sofifa.com/players/229/727/20_240.png,https://sofifa.com/player/229727/,1968,https://cdn.sofifa.com/teams/1968/dark_240.png
3756,D. Jovanović,21,66,76,68,Cádiz CF,Spain Primera Division,1,ST,ST,185,78.9,Right,10,4 ★,3★,High,Medium,67,68,56,64,22,61,1.1,72.31,47,70,69,62,68,63.4,64,66,61,39,68,67.46,65,69,61,58,60,73.65,63,64,58,74,68,57.48,31,18,64,61,68,65,18.38,19,15,16,11.59,7,9,12,14,9,68.96,67.87,"Jan 31, 2019",,2023,2019,1.0,2.6,245124,https://cdn.sofifa.com/players/245/124/20_240.png,https://sofifa.com/player/245124/,1968,https://cdn.sofifa.com/teams/1968/dark_240.png
3757,Querol,31,66,66,66,Cádiz CF,Spain Primera Division,1,RM ST LM,RM,183,78.9,Right,0,3 ★,3★,High,High,86,62,59,63,53,67,0.5750000000000001,67.51,63,62,57,60,53,60.0,61,49,51,58,63,80.39,86,86,72,70,59,71.62,67,61,62,69,59,71.97,71,45,63,59,65,58,56.62,58,54,42,13.64,11,8,16,15,10,77.07,78.31,"Jan 30, 2019",,2021,2019,1.0,1.3,224143,https://cdn.sofifa.com/players/224/143/20_240.png,https://sofifa.com/player/224143/,1968,https://cdn.sofifa.com/teams/1968/dark_240.png
3758,David Gil,26,66,70,66,Cádiz CF,Spain Primera Division,1,GK,GK,185,81.2,Left,4,2 ★,1★,Medium,Medium,68,70,69,65,47,61,0.6,24.03,31,14,18,27,15,27.23,29,32,20,17,30,51.29,48,46,32,57,55,51.13,52,57,41,66,11,27.32,25,25,12,31,22,40,18.01,15,15,19,75.68,68,70,69,61,65,51.6,76.31,"Jul 17, 2017",,2023,2017,3.0,1.4,225868,https://cdn.sofifa.com/players/225/868/20_240.png,https://sofifa.com/player/225868/,1968,https://cdn.sofifa.com/teams/1968/dark_240.png
3759,N. Lozano,26,66,70,68,Granada CF,Spain Primera Division,1,CB,CB,185,77.1,Left,4,3 ★,2★,Medium,Medium,68,42,47,55,63,80,0.725,51.72,29,38,65,58,36,48.72,51,29,35,55,59,67.24,65,70,58,58,61,72.3,57,73,65,90,36,62.47,74,60,38,45,46,54,69.49,63,64,62,11.14,6,9,12,15,7,68.61,71.29,"Jul 1, 2019",,2022,2019,1.0,1.6,243944,https://cdn.sofifa.com/players/243/944/20_240.png,https://sofifa.com/player/243944/,110832,https://cdn.sofifa.com/teams/110832/dark_240.png
3760,Dani Escriche,22,66,74,68,SD Huesca,Spain Primera Division,1,ST CAM,ST,178,74.8,Right,8,3 ★,2★,High,Medium,68,66,51,65,35,56,0.9500000000000001,67.73,35,70,69,63,59,56.81,64,49,46,40,68,71.34,69,68,61,64,69,70.95,64,69,64,57,61,59.14,42,23,65,55,64,49,31.62,55,17,14,12.27,12,8,11,13,10,69.0,68.47,"Jul 15, 2018",,2022,2018,2.0,2.3,240922,https://cdn.sofifa.com/players/240/922/20_240.png,https://sofifa.com/player/240922/,110839,https://cdn.sofifa.com/teams/110839/dark_240.png
3761,Joaquín,21,66,78,67,SD Huesca,Spain Primera Division,1,RW,LM,173,59.9,Left,12,5 ★,4★,Medium,Medium,77,61,58,68,24,53,1.2,62.47,63,64,44,60,42,57.23,68,44,37,52,68,77.16,78,76,64,62,78,63.29,62,45,63,53,58,57.24,43,23,64,63,48,66,22.79,21,21,20,13.64,10,12,12,12,14,66.67,68.47,"Jul 4, 2019",,2023,2019,1.0,2.9,246276,https://cdn.sofifa.com/players/246/276/20_240.png,https://sofifa.com/player/246276/,110839,https://cdn.sofifa.com/teams/110839/dark_240.png
3762,A. Calisir,30,66,66,66,IFK Göteborg,Swedish Allsvenskan,1,CB,CB,180,73.9,Right,0,3 ★,2★,Medium,Medium,59,35,55,59,66,71,0.525,53.09,48,28,58,65,33,51.7,55,44,22,60,62,65.3,60,59,65,55,64,67.12,46,80,68,72,32,66.27,70,62,38,53,56,64,74.63,67,68,68,10.23,15,7,8,7,8,69.21,69.28,"Jan 2, 2018",,2021,2018,2.0,0.656,198178,https://cdn.sofifa.com/players/198/178/20_240.png,https://sofifa.com/player/198178/,319,https://cdn.sofifa.com/teams/319/dark_240.png
3763,A. Erlingmark,22,66,73,69,IFK Göteborg,Swedish Allsvenskan,1,CDM CM,CB,188,79.8,Right,7,3 ★,2★,Low,High,63,55,57,59,66,74,0.8250000000000001,62.47,49,52,68,65,39,53.19,56,41,33,57,63,67.24,56,68,61,65,62,73.42,66,55,75,73,57,73.16,79,66,60,59,44,59,70.22,66,66,59,12.73,10,11,9,14,12,74.09,75.1,"Mar 21, 2017",,2021,2017,3.0,1.2,238270,https://cdn.sofifa.com/players/238/270/20_240.png,https://sofifa.com/player/238270/,319,https://cdn.sofifa.com/teams/319/dark_240.png
3764,P. Karlsson Lagemyr,23,66,75,68,IFK Göteborg,Swedish Allsvenskan,1,CAM CM,CAM,168,58.1,Right,9,3 ★,3★,Medium,Low,79,56,64,71,32,45,1.0,64.99,61,63,33,69,58,65.96,70,68,49,55,68,83.62,86,74,87,52,89,63.06,48,77,67,34,54,52.02,36,26,52,69,36,59,36.03,40,28,30,14.09,12,13,10,15,12,70.85,69.68,"Jan 1, 2016",,2022,2016,4.0,1.5,232057,https://cdn.sofifa.com/players/232/057/20_240.png,https://sofifa.com/player/232057/,319,https://cdn.sofifa.com/teams/319/dark_240.png
3765,A. Farnerud,36,66,66,66,IFK Göteborg,Swedish Allsvenskan,1,CM CAM,CM,183,73.0,Left,0,3 ★,3★,Medium,Medium,51,66,69,66,59,59,0.2,71.85,67,61,54,70,62,73.4,66,73,68,69,69,63.15,53,50,59,67,64,73.2,76,68,50,61,70,75.77,61,61,65,70,62,68,63.97,61,58,55,10.68,10,6,10,9,12,78.45,74.3,"May 14, 2020",,2020,2020,0.0,0.25,45874,https://cdn.sofifa.com/players/045/874/20_240.png,https://sofifa.com/player/45874/,319,https://cdn.sofifa.com/teams/319/dark_240.png
3766,E. Rakip,24,66,72,69,Malmö FF,Swedish Allsvenskan,1,CM,CAM,178,71.2,Right,6,2 ★,3★,High,Medium,69,58,64,71,53,73,0.875,62.93,59,53,46,65,52,70.0,69,62,67,62,69,80.39,74,64,84,70,81,79.05,62,76,86,64,63,77.43,78,55,70,68,55,65,59.93,52,53,58,12.5,13,9,9,10,14,80.83,77.91,"Feb 11, 2019",,2022,2019,1.0,1.3,215574,https://cdn.sofifa.com/players/215/574/20_240.png,https://sofifa.com/player/215574/,320,https://cdn.sofifa.com/teams/320/dark_240.png
3767,B. Innocent,24,66,74,67,Malmö FF,Swedish Allsvenskan,1,CDM CM,CDM,178,79.8,Right,8,3 ★,3★,Medium,High,76,43,54,66,60,82,0.875,52.4,42,41,46,62,38,58.94,64,47,35,66,65,78.02,79,73,77,52,81,72.75,47,76,74,83,43,69.6,91,62,42,51,47,67,69.12,57,66,65,12.27,8,11,15,6,14,74.53,76.51,"Aug 2, 2017",,2021,2017,3.0,1.3,224875,https://cdn.sofifa.com/players/224/875/20_240.png,https://sofifa.com/player/224875/,320,https://cdn.sofifa.com/teams/320/dark_240.png
3768,M. Antonsson,29,66,66,66,Malmö FF,Swedish Allsvenskan,1,ST LM,ST,183,79.8,Right,0,4 ★,3★,High,High,78,65,57,64,42,75,0.65,70.94,52,68,60,63,67,55.53,64,51,31,54,61,75.86,75,81,70,65,61,79.5,66,72,84,73,58,68.65,69,29,67,62,62,64,45.96,51,39,35,12.05,10,8,12,10,13,75.26,76.51,"Jul 16, 2018",,2021,2018,2.0,0.845,206147,https://cdn.sofifa.com/players/206/147/20_240.png,https://sofifa.com/player/206147/,320,https://cdn.sofifa.com/teams/320/dark_240.png
3769,B. Safari,35,66,66,66,Malmö FF,Swedish Allsvenskan,1,LB CB,LB,180,78.9,Left,0,2 ★,2★,Low,Medium,63,40,64,65,64,71,0.18,59.27,66,30,50,65,48,66.17,65,63,58,59,66,67.89,55,69,53,68,70,66.22,52,62,59,75,46,72.68,78,66,42,65,55,76,72.06,68,64,64,10.91,9,10,9,13,7,74.65,73.69,"Jul 15, 2016",,2020,2016,4.0,0.234,163670,https://cdn.sofifa.com/players/163/670/20_240.png,https://sofifa.com/player/163670/,320,https://cdn.sofifa.com/teams/320/dark_240.png
3770,M. Olsson,32,66,66,66,Helsingborgs IF,Swedish Allsvenskan,1,LB,LB,180,68.0,Left,0,2 ★,2★,High,Medium,72,48,59,64,63,56,0.4,62.24,65,41,58,62,46,58.3,64,53,41,55,61,75.22,71,72,69,63,74,68.02,63,70,61,57,51,62.47,46,60,56,59,42,62,71.32,62,67,65,14.09,10,15,15,12,10,74.09,72.69,"Aug 22, 2020",,2020,2020,0.0,0.5,187916,https://cdn.sofifa.com/players/187/916/20_240.png,https://sofifa.com/player/187916/,432,https://cdn.sofifa.com/teams/432/dark_240.png
3771,M. Svensson,22,66,75,67,Helsingborgs IF,Swedish Allsvenskan,1,LM,RM,165,68.0,Right,9,3 ★,3★,Medium,Medium,81,59,60,70,31,48,1.0,62.01,62,56,39,61,53,66.38,69,65,60,50,68,81.47,83,79,79,60,77,67.79,65,63,73,38,62,56.53,39,34,61,60,44,60,30.15,33,25,24,12.05,8,14,12,7,12,70.6,70.08,"Jul 16, 2016",,2021,2016,4.0,1.5,235197,https://cdn.sofifa.com/players/235/197/20_240.png,https://sofifa.com/player/235197/,432,https://cdn.sofifa.com/teams/432/dark_240.png
3772,R. Jönsson,30,66,66,66,Helsingborgs IF,Swedish Allsvenskan,1,CAM ST,CAM,193,73.0,Right,0,4 ★,3★,High,Low,69,63,62,67,38,62,0.6,69.11,60,63,56,64,59,65.11,67,59,59,53,68,71.55,70,68,72,67,55,68.92,67,33,74,71,61,61.76,34,33,69,67,57,68,40.07,39,36,34,12.95,12,10,12,13,10,72.19,72.49,"Jan 10, 2020",,2021,2020,0.0,0.75,189431,https://cdn.sofifa.com/players/189/431/20_240.png,https://sofifa.com/player/189431/,432,https://cdn.sofifa.com/teams/432/dark_240.png
3773,M. Abubakari,34,66,66,66,Helsingborgs IF,Swedish Allsvenskan,1,CDM CM,CDM,178,74.8,Right,0,2 ★,2★,Medium,High,54,50,61,65,61,66,0.25,56.98,48,40,45,68,48,66.17,62,63,55,65,66,69.18,55,54,67,70,75,71.62,64,68,66,62,58,72.92,76,64,44,62,61,70,68.75,61,64,62,12.95,6,14,13,11,13,75.56,71.69,"Jan 1, 2018",,2020,2018,2.0,0.313,192554,https://cdn.sofifa.com/players/192/554/20_240.png,https://sofifa.com/player/192554/,432,https://cdn.sofifa.com/teams/432/dark_240.png
3774,A. Landgren,31,66,66,66,Helsingborgs IF,Swedish Allsvenskan,1,CDM RB,CDM,175,73.9,Right,0,2 ★,2★,High,High,61,54,62,61,63,75,0.47500000000000003,65.22,61,45,63,65,51,59.57,57,53,45,63,62,71.12,71,52,67,67,73,79.73,66,79,75,72,62,75.77,79,60,61,62,57,65,70.96,64,65,64,13.86,8,14,16,14,9,78.67,75.5,"Jan 22, 2014",,2020,2014,6.0,0.594,181381,https://cdn.sofifa.com/players/181/381/20_240.png,https://sofifa.com/player/181381/,432,https://cdn.sofifa.com/teams/432/dark_240.png
3775,F. Rogić,27,66,67,67,AIK,Swedish Allsvenskan,1,CM,CM,183,77.1,Right,1,4 ★,3★,High,Medium,69,59,62,67,61,76,0.725,65.45,58,60,60,67,41,62.98,64,57,47,60,68,75.0,70,68,72,66,72,78.83,62,71,90,68,59,76.96,78,61,66,65,54,66,66.91,59,63,60,10.45,9,6,6,12,13,79.1,79.12,"Aug 19, 2020",,2022,2020,0.0,0.961,237538,https://cdn.sofifa.com/players/237/538/20_240.png,https://sofifa.com/player/237538/,433,https://cdn.sofifa.com/teams/433/dark_240.png
3776,J. Haugaard,28,66,69,66,AIK,Swedish Allsvenskan,1,GK,GK,198,98.9,Left,3,3 ★,1★,Medium,Medium,65,63,72,66,43,66,0.5750000000000001,24.49,13,10,15,57,12,26.81,17,15,14,55,25,48.06,44,42,38,63,36,51.13,54,60,33,69,11,29.22,25,24,14,42,18,32,19.12,28,13,11,75.45,65,63,72,66,66,51.38,75.3,"Jan 8, 2020",,2022,2020,0.0,0.762,207633,https://cdn.sofifa.com/players/207/633/20_240.png,https://sofifa.com/player/207633/,433,https://cdn.sofifa.com/teams/433/dark_240.png
3777,R. Lundström,30,66,66,66,AIK,Swedish Allsvenskan,1,RB,RB,183,72.1,Right,0,4 ★,2★,High,Medium,85,53,60,62,59,68,0.5,59.04,59,49,46,63,41,62.13,61,60,49,62,60,78.88,84,86,71,60,65,72.3,64,57,80,65,55,66.75,63,57,50,59,52,65,66.54,61,61,59,12.5,15,16,9,8,7,75.73,77.71,"Jan 8, 2018",,2020,2018,2.0,0.625,191105,https://cdn.sofifa.com/players/191/105/20_240.png,https://sofifa.com/player/191105/,433,https://cdn.sofifa.com/teams/433/dark_240.png
3778,S. Strand,27,66,67,66,IF Elfsborg,Swedish Allsvenskan,1,LB,LB,175,69.9,Right,1,4 ★,2★,Medium,Medium,85,31,50,61,60,64,0.65,48.51,55,27,45,55,30,49.79,57,39,30,46,62,80.39,82,87,73,57,74,59.91,34,68,76,55,33,62.71,71,62,53,46,32,51,68.01,61,60,64,12.95,14,13,8,9,13,68.7,70.48,"Feb 25, 2019",,2021,2019,1.0,0.861,243125,https://cdn.sofifa.com/players/243/125/20_240.png,https://sofifa.com/player/243125/,700,https://cdn.sofifa.com/teams/700/dark_240.png
3779,P. Frick,28,66,66,66,IF Elfsborg,Swedish Allsvenskan,1,ST,ST,183,81.2,Right,0,2 ★,2★,High,Medium,73,64,57,59,36,82,0.675,69.79,52,67,65,62,59,55.32,55,46,47,54,58,76.72,75,71,73,67,70,81.98,64,87,70,85,58,73.4,88,29,69,59,64,68,34.93,36,34,25,12.95,7,15,12,8,15,75.39,74.5,"Jan 1, 2012",,2021,2012,8.0,0.844,209062,https://cdn.sofifa.com/players/209/062/20_240.png,https://sofifa.com/player/209062/,700,https://cdn.sofifa.com/teams/700/dark_240.png
3780,S. Holmén,36,66,66,67,IF Elfsborg,Swedish Allsvenskan,1,CM,CB,180,73.9,Right,0,4 ★,3★,High,High,64,64,66,65,65,64,0.2,72.77,64,61,64,70,59,68.51,64,61,65,66,66,71.55,62,65,67,73,65,73.42,70,69,49,69,69,76.01,70,63,63,64,60,63,72.79,65,68,65,10.68,8,10,16,6,7,80.44,77.91,"Jul 15, 2017",,2021,2017,3.0,0.25,156683,https://cdn.sofifa.com/players/156/683/20_240.png,https://sofifa.com/player/156683/,700,https://cdn.sofifa.com/teams/700/dark_240.png
3781,E. Smith,23,66,72,67,IFK Norrköping,Swedish Allsvenskan,1,CDM CB,CM,193,86.2,Right,6,3 ★,2★,Medium,Medium,63,56,61,62,59,75,0.8,57.21,43,50,46,68,43,63.62,61,44,58,72,64,66.38,61,65,64,62,56,78.83,74,61,74,80,61,69.36,69,63,55,64,41,60,63.6,63,57,53,12.5,12,12,13,7,11,74.57,75.5,"Jul 1, 2018","Dec 31, 2020",Loan,2020,0.0,€0,222369,https://cdn.sofifa.com/players/222/369/20_240.png,https://sofifa.com/player/222369/,702,https://cdn.sofifa.com/teams/702/dark_240.png
3782,M. Sema,31,66,66,66,IFK Norrköping,Swedish Allsvenskan,1,RW ST,RW,173,68.0,Right,0,4 ★,3★,Medium,Medium,77,61,60,70,40,56,0.5750000000000001,66.82,58,60,49,64,61,62.55,68,59,48,51,68,81.25,79,75,81,62,80,72.75,60,75,70,55,63,62.0,38,39,61,64,59,62,41.54,46,36,31,11.36,7,14,6,15,8,73.83,73.09,"Aug 2, 2019",,2021,2019,1.0,0.719,189352,https://cdn.sofifa.com/players/189/352/20_240.png,https://sofifa.com/player/189352/,702,https://cdn.sofifa.com/teams/702/dark_240.png
3783,J. Larsson,21,66,78,67,Örebro SK,Swedish Allsvenskan,1,RM RW,RM,178,72.1,Right,12,3 ★,3★,Medium,Medium,81,58,55,67,44,68,1.2,66.13,60,62,58,61,48,52.55,68,45,27,41,66,78.02,80,81,68,64,69,74.32,56,75,72,74,53,64.13,46,40,66,58,60,57,45.59,46,41,37,13.41,13,9,8,14,15,72.58,74.9,"Feb 6, 2019",,2023,2019,1.0,1.7,247320,https://cdn.sofifa.com/players/247/320/20_240.png,https://sofifa.com/player/247320/,705,https://cdn.sofifa.com/teams/705/dark_240.png
3784,N. Gerzić,36,66,66,66,Örebro SK,Swedish Allsvenskan,1,CM CDM,CM,175,78.9,Right,0,2 ★,3★,Medium,Medium,43,51,70,69,56,65,0.2,59.73,65,43,34,70,49,76.6,67,76,74,72,71,65.3,50,38,66,67,82,68.92,57,68,53,67,61,74.35,75,60,47,71,60,72,61.03,61,58,47,15.0,13,9,15,14,15,76.64,71.08,"Jan 28, 2015",,2020,2015,5.0,0.25,181013,https://cdn.sofifa.com/players/181/013/20_240.png,https://sofifa.com/player/181013/,705,https://cdn.sofifa.com/teams/705/dark_240.png
3785,R. Gall,25,66,69,67,Örebro SK,Swedish Allsvenskan,1,LM,CAM,175,63.0,Right,3,4 ★,4★,High,Low,82,64,59,70,39,46,0.8,64.3,58,60,38,60,65,66.81,69,66,60,53,66,84.91,86,79,90,60,79,72.3,72,78,69,37,65,63.66,34,48,62,61,63,64,40.07,50,24,35,12.27,13,10,12,9,10,75.17,72.29,"Jul 18, 2018","Dec 31, 2020",Loan,2020,0.0,€0,224798,https://cdn.sofifa.com/players/224/798/20_240.png,https://sofifa.com/player/224798/,705,https://cdn.sofifa.com/teams/705/dark_240.png
3786,D. Fällman,30,66,66,66,Hammarby IF,Swedish Allsvenskan,1,CB,CB,188,83.9,Right,0,3 ★,2★,Medium,Medium,50,29,41,42,66,71,0.525,45.77,29,27,65,48,31,38.94,35,22,30,49,47,56.25,49,51,44,63,54,54.95,35,53,50,81,25,58.43,77,69,23,42,35,52,71.32,66,65,63,14.55,16,15,9,14,10,60.1,60.04,"Feb 16, 2018",,2020,2018,2.0,0.656,207618,https://cdn.sofifa.com/players/207/618/20_240.png,https://sofifa.com/player/207618/,708,https://cdn.sofifa.com/teams/708/dark_240.png
3787,I. Khalili,33,66,66,66,Hammarby IF,Swedish Allsvenskan,1,RW ST CAM,RW,183,74.8,Left,0,3 ★,3★,Medium,Medium,71,65,65,67,46,65,0.4,72.77,63,63,62,65,65,69.36,66,67,61,64,68,75.65,72,70,70,64,75,75.45,68,78,55,70,64,71.73,60,43,67,67,65,65,48.53,49,42,41,12.95,7,14,8,14,14,78.63,76.1,"Jul 15, 2015",,2020,2015,5.0,0.5,168629,https://cdn.sofifa.com/players/168/629/20_240.png,https://sofifa.com/player/168629/,708,https://cdn.sofifa.com/teams/708/dark_240.png
3788,J. Augustinsson,24,66,72,67,Djurgårdens IF,Swedish Allsvenskan,1,LB CB,LWB,185,81.2,Left,6,4 ★,2★,Medium,Medium,78,49,62,63,59,72,0.775,59.5,66,47,59,65,23,67.87,61,64,68,62,64,75.0,76,79,70,55,68,73.42,53,64,78,77,54,62.0,52,53,52,52,52,55,68.38,56,65,65,10.68,8,7,12,14,6,75.43,76.91,"Feb 15, 2016",,2021,2016,4.0,1.1,233040,https://cdn.sofifa.com/players/233/040/20_240.png,https://sofifa.com/player/233040/,710,https://cdn.sofifa.com/teams/710/dark_240.png
3789,E. Kujović,32,66,66,66,Djurgårdens IF,Swedish Allsvenskan,1,ST,ST,193,88.0,Right,0,4 ★,2★,Low,Low,37,70,52,56,31,65,0.525,70.25,33,69,76,60,69,66.17,58,66,70,54,63,42.46,35,39,32,59,32,66.67,74,33,32,90,67,62.23,54,21,71,47,69,65,26.84,24,34,15,13.64,16,13,13,9,9,65.03,62.45,"Aug 13, 2019",,2021,2019,1.0,0.656,187915,https://cdn.sofifa.com/players/187/915/20_240.png,https://sofifa.com/player/187915/,710,https://cdn.sofifa.com/teams/710/dark_240.png
3790,C. Edwards,26,66,69,68,Djurgårdens IF,Swedish Allsvenskan,1,CM,CM,180,69.9,Right,3,4 ★,3★,High,Medium,54,65,67,66,58,63,0.775,71.62,68,59,53,65,68,70.0,64,72,57,71,65,69.61,58,51,76,63,75,73.2,76,46,79,53,71,74.58,74,56,66,69,49,64,64.71,60,59,57,14.09,10,13,15,11,13,79.53,74.9,"Jul 31, 2019",,2022,2019,1.0,1.0,204220,https://cdn.sofifa.com/players/204/220/20_240.png,https://sofifa.com/player/204220/,710,https://cdn.sofifa.com/teams/710/dark_240.png
3791,J. Toivio,32,66,66,66,BK Häcken,Swedish Allsvenskan,1,CB,CB,185,87.1,Right,0,3 ★,2★,Medium,High,57,52,55,51,65,73,0.425,58.35,55,42,65,58,35,61.28,47,64,63,57,57,59.05,50,62,53,63,46,79.73,77,78,66,78,55,63.42,67,64,35,42,59,62,70.22,64,68,59,11.59,10,14,6,8,13,72.54,70.88,"Aug 6, 2018",,2021,2018,2.0,0.531,172232,https://cdn.sofifa.com/players/172/232/20_240.png,https://sofifa.com/player/172232/,711,https://cdn.sofifa.com/teams/711/dark_240.png
